destination,number_of_days,number_of_people,travel_mode,travel_type,destination_count,estimated_food_cost,actual_food_cost,estimated_total_cost,actual_total_cost,source_role,trip_id,created_at_utc
delhi,5,5,flight,family,4,21408.04,16715.45,56507.5,66166.44,traveler,49475,2024-08-28T11:58:00+00:00
tokyo,10,6,train,friends,2,28169.68,25736.37,826405.6,845787.92,agent,49476,2024-08-28T12:05:00+00:00
singapore,8,4,flight,friends,1,27088.28,26105.23,439403.8,428357.84,agent,49477,2024-08-28T12:12:00+00:00
delhi,7,2,flight,couple,3,10592.46,9873.3,31045.87,35333.79,traveler,49478,2024-08-28T12:19:00+00:00
paris,9,7,flight,family,5,74057.76,64031.02,1307839.9,1441517.35,agent,49479,2024-08-28T12:26:00+00:00
tokyo,10,4,train,friends,1,20833.7,21011.59,548104.65,637717.03,traveler,49480,2024-08-28T12:33:00+00:00
dubai,3,8,flight,family,1,16472.8,17830.05,315598.54,345984.08,agent,49481,2024-08-28T12:40:00+00:00
mumbai,9,3,train,friends,4,16926.18,18879.49,52115.61,47057.2,traveler,49482,2024-08-28T12:47:00+00:00
new york,11,7,train,family,2,75152.77,79612.52,976033.41,1116936.46,traveler,49483,2024-08-28T12:54:00+00:00
bali,6,6,flight,family,2,31759.14,38685.89,489168.65,484991.89,traveler,49484,2024-08-28T13:01:00+00:00
delhi,2,1,bus,solo,1,1322.62,1247.94,5000.0,5119.91,traveler,49485,2024-08-28T13:08:00+00:00
dubai,8,5,bus,family,1,23008.66,19983.44,289731.76,308116.47,traveler,49486,2024-08-28T13:15:00+00:00
tokyo,9,3,bus,family,2,17138.79,21555.47,322322.42,354099.12,agent,49487,2024-08-28T13:22:00+00:00
bali,12,5,bus,family,3,43260.28,37277.16,487983.4,441934.14,traveler,49488,2024-08-28T13:29:00+00:00
new york,7,7,flight,friends,2,42636.73,43129.69,866312.54,896196.9,traveler,49489,2024-08-28T13:36:00+00:00
paris,8,5,flight,family,1,41930.59,40688.11,854690.53,924022.57,agent,49490,2024-08-28T13:43:00+00:00
bali,10,7,train,family,1,45997.74,50824.19,677311.9,723056.96,traveler,49491,2024-08-28T13:50:00+00:00
paris,12,2,flight,friends,2,20787.86,19758.4,499031.16,533366.55,traveler,49492,2024-08-28T13:57:00+00:00
manali,2,7,train,family,2,7408.98,6689.02,31811.44,33224.52,agent,49493,2024-08-28T14:04:00+00:00
bali,2,6,flight,friends,2,7926.89,7927.91,194233.35,176394.26,traveler,49494,2024-08-28T14:11:00+00:00
tokyo,3,4,flight,friends,1,6792.46,7964.9,253271.11,254888.29,agent,49495,2024-08-28T14:18:00+00:00
jaipur,9,8,flight,family,5,51378.58,56302.17,144950.81,140217.69,agent,49496,2024-08-28T14:25:00+00:00
mumbai,8,2,train,friends,5,10829.65,10477.02,31460.54,30947.89,traveler,49497,2024-08-28T14:32:00+00:00
manali,3,7,train,family,3,13284.35,15471.18,43510.28,48902.13,agent,49498,2024-08-28T14:39:00+00:00
singapore,7,7,train,family,1,38843.16,35861.95,501489.26,568503.09,agent,49499,2024-08-28T14:46:00+00:00
new york,3,3,bus,friends,3,7174.72,7427.52,113324.0,118719.44,agent,49500,2024-08-28T14:53:00+00:00
bali,4,3,train,friends,1,7448.32,8363.94,123851.89,138610.0,traveler,49501,2024-08-28T15:00:00+00:00
paris,6,2,bus,couple,3,11143.55,12062.46,162115.76,176630.1,traveler,49502,2024-08-28T15:07:00+00:00
singapore,2,4,bus,friends,1,5508.55,5568.45,85400.49,93100.11,traveler,49503,2024-08-28T15:14:00+00:00
paris,4,3,train,family,2,11243.6,11843.33,199741.78,206574.45,traveler,49504,2024-08-28T15:21:00+00:00
singapore,10,7,train,family,2,62127.54,78539.54,712574.93,805341.02,traveler,49505,2024-08-28T15:28:00+00:00
bali,5,1,train,solo,5,4809.43,5935.87,50296.94,48821.46,agent,49506,2024-08-28T15:35:00+00:00
tokyo,5,7,bus,family,1,18316.57,16990.99,440034.36,406815.73,traveler,49507,2024-08-28T15:42:00+00:00
bali,2,6,bus,family,1,8266.59,9978.01,120666.72,124094.61,traveler,49508,2024-08-28T15:49:00+00:00
tokyo,10,1,flight,solo,2,8251.05,9800.57,186889.96,219588.59,traveler,49509,2024-08-28T15:56:00+00:00
tokyo,9,2,bus,friends,1,9864.61,8894.1,210743.84,222994.04,traveler,49510,2024-08-28T16:03:00+00:00
mumbai,4,1,flight,solo,1,3602.27,4420.68,11249.64,11806.53,traveler,49511,2024-08-28T16:10:00+00:00
mumbai,8,4,flight,family,3,28610.86,36159.91,83374.37,88545.58,traveler,49512,2024-08-28T16:17:00+00:00
singapore,11,1,bus,solo,1,9474.0,11431.88,92893.72,106459.88,agent,49513,2024-08-28T16:24:00+00:00
new york,9,4,flight,friends,1,30498.94,35755.74,626236.1,698254.92,traveler,49514,2024-08-28T16:31:00+00:00
mumbai,6,6,flight,family,1,26915.68,28713.89,98407.92,115618.89,traveler,49515,2024-08-28T16:38:00+00:00
delhi,8,5,flight,friends,3,27227.26,28572.29,88888.0,102065.82,traveler,49516,2024-08-28T16:45:00+00:00
tokyo,11,5,train,family,1,34767.68,45106.95,755849.9,763424.71,agent,49517,2024-08-28T16:52:00+00:00
paris,3,2,train,friends,1,4932.1,5918.95,106290.23,107219.75,agent,49518,2024-08-28T16:59:00+00:00
dubai,5,2,bus,couple,1,6025.19,6926.41,77731.35,80574.01,traveler,49519,2024-08-28T17:06:00+00:00
dubai,6,5,flight,family,4,23720.38,23111.88,360384.92,327956.0,traveler,49520,2024-08-28T17:13:00+00:00
dubai,10,1,train,solo,1,6516.09,5982.2,85465.37,96961.37,traveler,49521,2024-08-28T17:20:00+00:00
goa,5,2,train,couple,1,6707.79,7734.51,25174.8,25167.91,traveler,49522,2024-08-28T17:27:00+00:00
delhi,9,2,flight,couple,3,13905.56,15074.13,38939.95,40725.83,agent,49523,2024-08-28T17:34:00+00:00
tokyo,8,3,bus,family,1,14262.15,16339.09,290785.71,337539.14,traveler,49524,2024-08-28T17:41:00+00:00
dubai,10,7,bus,family,3,40037.64,40286.68,499953.25,579272.18,traveler,49525,2024-08-28T17:48:00+00:00
dubai,6,4,flight,family,1,17481.74,22229.85,287174.57,261671.31,traveler,49526,2024-08-28T17:55:00+00:00
jaipur,5,1,flight,solo,3,3649.14,2919.88,10746.24,11588.12,traveler,49527,2024-08-28T18:02:00+00:00
new york,12,5,bus,family,5,59789.32,59019.14,643193.89,645539.57,traveler,49528,2024-08-28T18:09:00+00:00
paris,8,4,train,family,2,29428.91,23276.45,504842.34,561912.69,traveler,49529,2024-08-28T18:16:00+00:00
new york,2,5,flight,friends,1,8637.79,10978.04,215354.94,229647.19,traveler,49530,2024-08-28T18:23:00+00:00
singapore,3,7,train,friends,1,12914.25,13689.12,241173.25,248203.46,traveler,49531,2024-08-28T18:30:00+00:00
tokyo,5,1,bus,solo,1,3335.8,3347.74,63284.51,62018.89,agent,49532,2024-08-28T18:37:00+00:00
mumbai,10,2,train,couple,1,12436.92,13012.67,37892.98,40197.59,agent,49533,2024-08-28T18:44:00+00:00
mumbai,12,2,bus,couple,3,16124.74,18838.72,39077.0,44067.62,traveler,49534,2024-08-28T18:51:00+00:00
delhi,3,7,flight,family,1,13680.7,17636.2,52298.68,58892.76,traveler,49535,2024-08-28T18:58:00+00:00
delhi,5,8,flight,family,2,29783.13,28064.1,92739.08,94060.92,traveler,49536,2024-08-28T19:05:00+00:00
mumbai,8,2,flight,friends,1,11735.19,13023.0,41916.54,40423.54,traveler,49537,2024-08-28T19:12:00+00:00
mumbai,6,1,train,solo,1,4607.98,4335.36,11922.92,12156.13,agent,49538,2024-08-28T19:19:00+00:00
new york,6,1,train,solo,1,6510.42,7370.7,79800.67,73929.3,traveler,49539,2024-08-28T19:26:00+00:00
bali,4,7,flight,family,1,20096.17,19716.96,399403.89,466066.19,traveler,49540,2024-08-28T19:33:00+00:00
delhi,7,5,bus,friends,1,15552.36,17059.08,49335.55,51913.04,traveler,49541,2024-08-28T19:40:00+00:00
tokyo,7,4,bus,friends,2,15025.76,15631.61,335368.8,311838.24,traveler,49542,2024-08-28T19:47:00+00:00
new york,8,2,bus,couple,1,15329.7,14879.57,174818.77,157767.64,agent,49543,2024-08-28T19:54:00+00:00
paris,6,3,bus,friends,2,13477.85,13143.67,247472.77,230421.11,traveler,49544,2024-08-28T20:01:00+00:00
goa,5,1,flight,solo,1,4353.97,5429.5,16706.25,15561.99,traveler,49545,2024-08-28T20:08:00+00:00
manali,8,4,flight,friends,1,16476.17,15301.14,78477.13,89393.08,agent,49546,2024-08-28T20:15:00+00:00
mumbai,6,8,flight,family,2,34564.76,30908.69,127347.68,117753.8,traveler,49547,2024-08-28T20:22:00+00:00
dubai,11,5,bus,family,3,34221.59,32611.22,395993.58,421683.85,traveler,49548,2024-08-28T20:29:00+00:00
delhi,4,6,bus,friends,1,10220.15,9350.98,35407.15,32905.49,traveler,49549,2024-08-28T20:36:00+00:00
paris,10,7,flight,friends,2,58945.75,57000.78,1442734.43,1586975.71,traveler,49550,2024-08-28T20:43:00+00:00
delhi,4,2,flight,friends,4,6278.35,5684.67,18843.32,18141.01,agent,49551,2024-08-28T20:50:00+00:00
new york,10,3,train,friends,1,26523.88,26035.48,378088.4,423226.23,traveler,49552,2024-08-28T20:57:00+00:00
bali,9,6,bus,family,1,36809.3,30567.45,437682.05,515729.02,agent,49553,2024-08-28T21:04:00+00:00
jaipur,2,7,flight,family,1,8472.77,6909.43,34670.09,40475.82,traveler,49554,2024-08-28T21:11:00+00:00
tokyo,6,6,bus,family,4,23517.26,23570.47,435752.57,435970.6,traveler,49555,2024-08-28T21:18:00+00:00
jaipur,10,3,flight,family,2,22773.08,19479.04,60308.49,67457.4,agent,49556,2024-08-28T21:25:00+00:00
bali,11,8,bus,family,1,53791.0,50120.08,722845.97,661365.57,traveler,49557,2024-08-28T21:32:00+00:00
tokyo,8,7,flight,family,3,37896.22,41000.79,1071519.94,1003072.74,traveler,49558,2024-08-28T21:39:00+00:00
delhi,12,6,train,family,3,46574.68,39448.45,113458.42,115675.03,traveler,49559,2024-08-28T21:46:00+00:00
goa,9,7,flight,friends,1,35644.73,40906.54,203470.81,211699.24,traveler,49560,2024-08-28T21:53:00+00:00
singapore,10,5,bus,friends,3,31684.21,33340.03,430539.45,431781.18,traveler,49561,2024-08-28T22:00:00+00:00
bali,6,5,bus,family,1,18947.94,24252.46,251009.0,292833.61,traveler,49562,2024-08-28T22:07:00+00:00
mumbai,6,2,bus,couple,2,7206.87,8689.27,20421.28,22407.18,traveler,49563,2024-08-28T22:14:00+00:00
delhi,10,2,bus,couple,1,11379.53,9155.92,27005.15,31131.97,traveler,49564,2024-08-28T22:21:00+00:00
singapore,12,3,train,friends,5,29589.1,38464.11,359608.83,383521.93,traveler,49565,2024-08-28T22:28:00+00:00
mumbai,4,2,bus,couple,2,5135.08,4855.99,14386.93,13074.74,traveler,49566,2024-08-28T22:35:00+00:00
delhi,4,6,flight,friends,1,13803.71,15377.25,55708.98,64931.35,agent,49567,2024-08-28T22:42:00+00:00
dubai,12,5,train,family,2,37871.65,47336.24,505888.69,551240.05,agent,49568,2024-08-28T22:49:00+00:00
mumbai,5,3,train,friends,1,8094.09,9714.35,30238.38,34505.9,traveler,49569,2024-08-28T22:56:00+00:00
new york,7,8,bus,family,5,56135.11,55704.46,625068.74,647709.22,agent,49570,2024-08-28T23:03:00+00:00
new york,9,2,flight,couple,1,20904.53,24069.77,314363.88,359042.09,traveler,49571,2024-08-28T23:10:00+00:00
delhi,9,5,flight,family,1,32395.17,27479.76,99108.97,91659.89,agent,49572,2024-08-28T23:17:00+00:00
tokyo,2,3,bus,family,1,3461.4,4352.36,88082.24,96862.43,traveler,49573,2024-08-28T23:24:00+00:00
tokyo,5,8,bus,family,1,19563.3,24491.96,497440.76,546448.87,traveler,49574,2024-08-28T23:31:00+00:00
tokyo,4,6,flight,family,2,16521.11,20303.4,484945.68,478518.07,traveler,49575,2024-08-28T23:38:00+00:00
delhi,11,5,flight,family,2,45584.27,51505.31,117770.48,129396.01,traveler,49576,2024-08-28T23:45:00+00:00
dubai,3,8,flight,family,1,14828.74,12141.51,313526.02,336157.78,traveler,49577,2024-08-28T23:52:00+00:00
bali,9,3,flight,friends,1,18847.09,16122.91,351344.77,338579.7,traveler,49578,2024-08-28T23:59:00+00:00
new york,4,4,train,friends,4,14391.9,14580.7,224238.21,209224.28,traveler,49579,2024-08-29T00:06:00+00:00
goa,12,7,train,family,1,56544.79,63024.43,193365.23,227625.35,traveler,49580,2024-08-29T00:13:00+00:00
paris,2,1,bus,solo,1,1803.48,2124.29,33100.08,36065.58,agent,49581,2024-08-29T00:20:00+00:00
mumbai,7,2,train,friends,3,8955.07,8092.41,27709.46,31009.44,traveler,49582,2024-08-29T00:27:00+00:00
bali,6,5,train,friends,1,18170.85,18344.24,297287.0,327535.15,traveler,49583,2024-08-29T00:34:00+00:00
bali,12,3,flight,family,1,30688.64,30518.04,457415.87,491233.03,traveler,49584,2024-08-29T00:41:00+00:00
singapore,4,4,train,friends,2,12628.62,13152.73,174322.52,158258.58,traveler,49585,2024-08-29T00:48:00+00:00
tokyo,12,2,flight,friends,2,15813.93,19342.46,438210.21,509570.07,traveler,49586,2024-08-29T00:55:00+00:00
manali,3,3,flight,family,1,6619.48,5775.85,24814.2,26815.67,traveler,49587,2024-08-29T01:02:00+00:00
paris,4,7,bus,family,1,21776.71,18997.6,398072.85,415007.31,traveler,49588,2024-08-29T01:09:00+00:00
jaipur,4,7,train,family,1,14676.22,17604.15,45139.24,41735.37,agent,49589,2024-08-29T01:16:00+00:00
dubai,5,2,train,couple,1,6048.53,7279.22,91328.72,91652.42,traveler,49590,2024-08-29T01:23:00+00:00
tokyo,5,6,train,family,1,18415.27,14369.05,442491.53,503660.83,traveler,49591,2024-08-29T01:30:00+00:00
paris,3,3,flight,family,1,10228.44,10388.96,211945.23,233291.95,agent,49592,2024-08-29T01:37:00+00:00
delhi,11,4,flight,friends,1,27142.62,29454.9,94976.22,98015.35,traveler,49593,2024-08-29T01:44:00+00:00
goa,4,3,bus,friends,1,6539.38,7274.42,26284.68,27225.24,agent,49594,2024-08-29T01:51:00+00:00
tokyo,5,7,flight,family,2,24321.78,31508.08,685825.25,647188.94,agent,49595,2024-08-29T01:58:00+00:00
goa,2,7,flight,family,1,10705.78,9009.09,55567.53,56068.01,traveler,49596,2024-08-29T02:05:00+00:00
dubai,11,1,train,solo,1,7241.65,5663.83,92364.26,94507.51,traveler,49597,2024-08-29T02:12:00+00:00
delhi,8,2,bus,couple,2,10025.52,10696.42,21977.06,25844.93,traveler,49598,2024-08-29T02:19:00+00:00
tokyo,10,8,bus,family,2,45977.33,52539.72,931770.03,1089970.28,traveler,49599,2024-08-29T02:26:00+00:00
delhi,8,4,bus,friends,3,17905.32,17266.89,43675.83,47429.48,agent,49600,2024-08-29T02:33:00+00:00
manali,4,6,train,family,1,14213.18,18369.03,47567.36,46802.12,agent,49601,2024-08-29T02:40:00+00:00
manali,9,1,train,solo,1,5842.9,7164.12,16188.4,19077.01,traveler,49602,2024-08-29T02:47:00+00:00
tokyo,2,6,flight,friends,1,6340.62,5275.77,280346.41,315395.81,traveler,49603,2024-08-29T02:54:00+00:00
singapore,2,1,flight,solo,1,2210.78,2545.61,34180.78,31697.56,agent,49604,2024-08-29T03:01:00+00:00
manali,6,2,bus,couple,2,7163.34,8860.29,19220.11,17625.4,traveler,49605,2024-08-29T03:08:00+00:00
delhi,11,8,bus,family,1,49076.88,46242.72,119738.32,122636.37,traveler,49606,2024-08-29T03:15:00+00:00
singapore,4,3,bus,family,4,11647.61,9225.93,111439.22,101571.57,traveler,49607,2024-08-29T03:22:00+00:00
tokyo,6,5,train,family,1,19698.9,23327.12,430530.1,466898.74,traveler,49608,2024-08-29T03:29:00+00:00
mumbai,3,8,train,family,1,15127.18,11892.78,52296.76,56679.02,traveler,49609,2024-08-29T03:36:00+00:00
jaipur,9,6,flight,friends,1,26124.48,26764.32,107850.65,107039.03,traveler,49610,2024-08-29T03:43:00+00:00
jaipur,6,2,bus,couple,2,6046.16,6050.62,15612.41,14822.44,traveler,49611,2024-08-29T03:50:00+00:00
mumbai,12,3,train,family,1,24270.87,25516.38,68189.42,63216.64,traveler,49612,2024-08-29T03:57:00+00:00
singapore,2,5,flight,family,1,9524.77,11591.61,170226.23,190274.76,traveler,49613,2024-08-29T04:04:00+00:00
bali,10,3,train,friends,3,21605.96,24444.54,288933.38,266985.2,traveler,49614,2024-08-29T04:11:00+00:00
paris,12,6,train,family,1,60217.36,68245.98,1096297.44,1037077.47,traveler,49615,2024-08-29T04:18:00+00:00
bali,8,3,train,friends,1,16027.86,14531.65,235657.9,245489.92,traveler,49616,2024-08-29T04:25:00+00:00
mumbai,8,6,train,friends,3,28652.67,28589.97,93812.1,88218.2,traveler,49617,2024-08-29T04:32:00+00:00
goa,4,2,flight,couple,3,6427.91,6775.47,27762.78,28608.84,agent,49618,2024-08-29T04:39:00+00:00
paris,4,3,train,family,3,13301.73,14806.78,203752.97,203807.52,traveler,49619,2024-08-29T04:46:00+00:00
goa,11,7,flight,family,1,53314.18,45600.94,242755.43,243500.29,traveler,49620,2024-08-29T04:53:00+00:00
goa,10,5,flight,family,1,40047.69,42048.13,156814.34,180602.0,traveler,49621,2024-08-29T05:00:00+00:00
singapore,3,7,flight,friends,1,14358.88,13793.67,326133.52,379866.7,traveler,49622,2024-08-29T05:07:00+00:00
tokyo,5,1,train,solo,3,4103.92,5041.94,73402.15,86533.23,traveler,49623,2024-08-29T05:14:00+00:00
tokyo,9,1,train,solo,1,6635.86,8488.87,124099.24,120343.85,agent,49624,2024-08-29T05:21:00+00:00
manali,11,5,bus,family,1,27508.88,25665.11,85028.8,92982.07,traveler,49625,2024-08-29T05:28:00+00:00
dubai,6,2,bus,couple,1,6746.83,8376.13,90290.41,96372.48,traveler,49626,2024-08-29T05:35:00+00:00
goa,5,4,flight,family,1,16943.82,17552.09,66739.75,64653.71,traveler,49627,2024-08-29T05:42:00+00:00
mumbai,2,7,train,family,1,8159.44,6384.31,33436.21,37307.78,agent,49628,2024-08-29T05:49:00+00:00
singapore,3,8,flight,friends,1,16631.01,17494.31,374049.38,348333.81,traveler,49629,2024-08-29T05:56:00+00:00
bali,12,2,flight,couple,1,19381.97,19574.79,307312.45,347060.86,traveler,49630,2024-08-29T06:03:00+00:00
dubai,6,5,train,friends,3,16537.34,19186.6,269595.05,310767.53,traveler,49631,2024-08-29T06:10:00+00:00
new york,4,1,flight,solo,3,5716.38,6416.0,74974.86,76759.62,traveler,49632,2024-08-29T06:17:00+00:00
jaipur,11,4,flight,family,1,29344.5,33588.82,87328.33,84929.61,traveler,49633,2024-08-29T06:24:00+00:00
tokyo,7,6,bus,friends,1,19606.68,23732.62,513252.71,591730.38,agent,49634,2024-08-29T06:31:00+00:00
paris,12,2,bus,couple,4,21728.03,21290.1,312398.29,322859.67,traveler,49635,2024-08-29T06:38:00+00:00
manali,7,7,flight,family,1,27918.82,27624.33,121524.09,132949.32,traveler,49636,2024-08-29T06:45:00+00:00
bali,6,5,bus,family,3,22213.62,17544.45,251017.12,284709.32,traveler,49637,2024-08-29T06:52:00+00:00
singapore,3,5,train,family,1,12115.36,12385.33,172773.93,179069.32,agent,49638,2024-08-29T06:59:00+00:00
new york,7,6,flight,family,1,45641.91,58740.86,746127.86,789996.97,traveler,49639,2024-08-29T07:06:00+00:00
dubai,4,7,train,family,2,17798.12,22469.94,258036.2,241396.71,traveler,49640,2024-08-29T07:13:00+00:00
singapore,7,3,train,family,3,20057.39,22193.71,217353.68,232757.41,traveler,49641,2024-08-29T07:20:00+00:00
dubai,9,5,flight,family,3,36939.98,45399.64,521326.03,489434.25,agent,49642,2024-08-29T07:27:00+00:00
delhi,6,8,train,family,1,25622.86,23102.71,80330.67,85780.5,agent,49643,2024-08-29T07:34:00+00:00
mumbai,8,2,flight,couple,1,11825.55,14164.94,42635.98,46666.2,traveler,49644,2024-08-29T07:41:00+00:00
paris,7,2,flight,couple,1,13871.48,17114.76,303179.29,349039.7,traveler,49645,2024-08-29T07:48:00+00:00
manali,8,4,flight,family,2,24015.72,26180.42,79805.48,71826.59,traveler,49646,2024-08-29T07:55:00+00:00
singapore,3,5,flight,family,2,15959.01,17198.57,236077.73,243928.1,traveler,49647,2024-08-29T08:02:00+00:00
paris,4,7,bus,family,3,23584.84,22141.76,403052.04,453963.74,traveler,49648,2024-08-29T08:09:00+00:00
bali,5,6,flight,family,4,25662.08,32105.93,416961.39,438221.36,agent,49649,2024-08-29T08:16:00+00:00
mumbai,7,1,flight,solo,2,6231.12,7906.95,18555.61,16908.89,traveler,49650,2024-08-29T08:23:00+00:00
delhi,6,5,bus,friends,3,14956.53,14624.3,42121.17,44552.98,traveler,49651,2024-08-29T08:30:00+00:00
goa,2,5,flight,family,1,7303.94,7392.63,39828.83,39974.89,agent,49652,2024-08-29T08:37:00+00:00
bali,9,1,flight,solo,1,8570.44,6920.27,117432.33,116134.19,traveler,49653,2024-08-29T08:44:00+00:00
singapore,5,1,flight,solo,1,5135.01,5892.69,72873.42,70999.82,agent,49654,2024-08-29T08:51:00+00:00
paris,7,4,bus,family,2,24508.09,19384.95,374329.99,441514.54,agent,49655,2024-08-29T08:58:00+00:00
tokyo,8,8,train,friends,1,29550.38,23202.99,898840.27,823988.84,traveler,49656,2024-08-29T09:05:00+00:00
delhi,2,5,train,friends,1,5007.1,6287.51,20138.04,21403.71,agent,49657,2024-08-29T09:12:00+00:00
dubai,3,1,flight,solo,1,2571.65,3317.64,39871.92,45054.83,traveler,49658,2024-08-29T09:19:00+00:00
manali,3,5,flight,friends,2,8798.41,9489.12,41688.74,41589.42,agent,49659,2024-08-29T09:26:00+00:00
dubai,9,6,bus,family,1,31395.01,27697.54,391890.11,384929.64,traveler,49660,2024-08-29T09:33:00+00:00
tokyo,7,3,bus,family,2,14321.11,15139.2,250902.29,280699.23,traveler,49661,2024-08-29T09:40:00+00:00
delhi,7,4,flight,friends,4,20333.24,26385.32,61050.65,63586.07,traveler,49662,2024-08-29T09:47:00+00:00
delhi,5,5,bus,friends,2,12165.51,15442.8,35812.3,34157.16,traveler,49663,2024-08-29T09:54:00+00:00
dubai,8,7,bus,family,2,33872.8,36043.5,413318.8,415826.01,traveler,49664,2024-08-29T10:01:00+00:00
mumbai,8,4,flight,friends,1,20276.84,25062.59,83485.18,85336.56,agent,49665,2024-08-29T10:08:00+00:00
paris,5,2,flight,friends,1,8850.12,10532.74,223430.59,208353.84,traveler,49666,2024-08-29T10:15:00+00:00
new york,5,1,train,solo,2,5274.82,5470.96,66971.41,76164.55,traveler,49667,2024-08-29T10:22:00+00:00
singapore,6,7,flight,family,1,39050.37,36251.83,596602.8,658833.9,traveler,49668,2024-08-29T10:29:00+00:00
mumbai,9,8,bus,family,3,41348.39,46542.09,119038.57,138256.08,traveler,49669,2024-08-29T10:36:00+00:00
bali,8,7,flight,friends,2,34562.47,33619.6,742421.85,691088.18,agent,49670,2024-08-29T10:43:00+00:00
delhi,11,2,bus,couple,1,12841.44,12593.5,29780.87,29904.39,agent,49671,2024-08-29T10:50:00+00:00
delhi,7,6,flight,friends,1,25542.07,23233.82,92577.12,85027.5,agent,49672,2024-08-29T10:57:00+00:00
singapore,5,5,train,family,1,20674.18,25289.41,265673.96,277470.64,traveler,49673,2024-08-29T11:04:00+00:00
goa,11,1,train,solo,3,8444.62,9270.24,25338.38,28390.19,traveler,49674,2024-08-29T11:11:00+00:00
singapore,5,8,flight,family,1,34325.21,43911.05,578111.81,612779.45,traveler,49675,2024-08-29T11:18:00+00:00
dubai,5,3,bus,friends,1,7494.89,6869.42,116943.19,120367.47,agent,49676,2024-08-29T11:25:00+00:00
goa,4,5,bus,friends,2,11065.4,10448.75,44128.15,41325.66,agent,49677,2024-08-29T11:32:00+00:00
jaipur,6,1,bus,solo,2,3692.59,3243.33,7875.77,8401.0,agent,49678,2024-08-29T11:39:00+00:00
dubai,12,7,flight,friends,4,51546.11,41040.3,960487.61,1104911.53,traveler,49679,2024-08-29T11:46:00+00:00
tokyo,9,6,bus,family,1,30918.22,28528.74,635487.7,647290.41,traveler,49680,2024-08-29T11:53:00+00:00
