destination,number_of_days,number_of_people,travel_mode,estimated_cost
New York,6,5,bus,337074.19
Dubai,8,4,train,274439.42
Manali,2,1,flight,6010.77
Mumbai,4,4,train,33603.44
Singapore,2,4,train,102037.44
Goa,11,5,train,128659.74
Delhi,3,7,train,38477.83
Manali,9,7,bus,96282.22
Paris,8,5,flight,843269.41
Singapore,8,3,bus,208394.54
Goa,6,3,train,43283.76
Delhi,4,8,flight,76405.77
Paris,6,2,bus,162667.12
Jaipur,8,8,train,97970.48
Singapore,8,8,train,651255.83
New York,5,8,flight,725095.34
Mumbai,3,3,flight,26748.99
Manali,12,6,train,129259.48
Dubai,9,1,bus,66241.27
Paris,4,4,train,267516.57
Goa,3,3,flight,32731.27
Tokyo,3,5,train,236763.41
Tokyo,5,2,bus,124331.64
Bali,7,4,train,271416.2
Bali,11,3,train,310129.7
Paris,5,5,bus,344901.32
Bali,9,4,train,348159.81
Bali,10,4,bus,321336.19
Paris,11,8,flight,1824963.13
Paris,2,5,bus,163603.46
Jaipur,5,4,flight,42259.72
New York,3,4,flight,232984.55
Manali,3,2,flight,16790.73
Manali,3,6,bus,31478.26
Singapore,7,3,flight,297422.39
Mumbai,5,3,flight,41021.16
Manali,12,7,bus,127864.97
Bali,7,6,bus,347028.98
Dubai,4,8,flight,400750.29
Singapore,7,1,train,73727.19
Manali,11,2,train,39034.44
Manali,4,7,flight,74387.18
Paris,12,4,train,742659.75
Delhi,8,5,bus,54772.2
Jaipur,7,6,bus,54635.01
Jaipur,10,6,flight,121211.5
Delhi,6,6,train,59709.23
Delhi,10,1,flight,21610.74
Delhi,4,3,train,20901.56
Tokyo,8,7,train,790307.68
Tokyo,9,2,train,250547.07
Delhi,8,8,flight,140756.21
Tokyo,5,3,train,219639.05
Delhi,8,5,train,65141.42
Manali,12,5,flight,145559.86
Dubai,10,8,train,679764.82
Paris,12,3,bus,463447.01
Mumbai,9,8,flight,186984.04
Jaipur,3,5,train,25919.22
Jaipur,6,5,flight,63076.55
Paris,5,4,bus,274564.66
Delhi,11,8,bus,119031.01
Singapore,9,4,train,365931.49
New York,12,7,flight,1423329.18
Goa,5,7,train,87386.13
Delhi,9,2,bus,24574.73
Delhi,9,5,train,72873.26
Tokyo,10,3,train,415540.55
Goa,6,4,bus,49200.92
Bali,6,7,flight,566441.41
Tokyo,3,3,flight,192057.12
Mumbai,10,6,bus,97808.18
Tokyo,7,4,bus,342771.97
Manali,11,3,train,59786.43
New York,3,8,bus,295215.33
Delhi,8,4,train,51976.89
Tokyo,2,8,bus,235565.54
Jaipur,4,2,bus,11229.59
New York,9,8,flight,1237145.71
Singapore,2,2,train,49971.71
Paris,12,3,bus,467005.3
Manali,9,7,train,114790.82
Singapore,12,1,bus,101380.84
Jaipur,12,2,flight,47606.61
Manali,4,8,bus,53227.68
Goa,9,8,flight,230277.91
Jaipur,3,5,bus,21729.61
Dubai,6,5,bus,222849.82
Tokyo,8,4,bus,384857.58
Tokyo,4,2,train,119761.46
Singapore,7,7,bus,438701.53
Paris,7,5,bus,477522.5
Dubai,10,5,bus,358086.63
Delhi,12,5,train,94514.24
Paris,3,4,flight,284094.7
Delhi,6,8,train,80946.81
Manali,12,8,flight,230682.76
Jaipur,4,8,train,51457.82
Mumbai,6,2,bus,20489.14
Dubai,5,6,flight,367335.48
Jaipur,3,8,train,40903.38
Singapore,2,5,train,125792.24
Dubai,3,6,bus,147014.28
Mumbai,8,4,bus,52930.75
New York,2,1,flight,43084.89
Goa,6,3,bus,37018.06
New York,6,2,train,158059.86
Mumbai,11,5,flight,143025.43
Goa,12,1,train,28041.22
Goa,7,5,flight,112766.9
New York,11,4,bus,470817.73
Mumbai,12,6,train,138481.7
Manali,3,6,flight,49625.79
Jaipur,9,7,bus,79833.66
Paris,11,1,flight,226507.62
Manali,4,7,bus,47295.92
Dubai,11,3,flight,376159.17
Dubai,5,7,train,320077.22
Delhi,8,5,flight,86932.41
Tokyo,2,3,flight,138185.07
Mumbai,4,8,flight,89839.29
Singapore,10,1,train,100121.05
Paris,3,2,flight,143294.13
Delhi,4,2,train,13764.97
Jaipur,9,4,flight,73712.81
Tokyo,4,1,bus,52153.12
Mumbai,3,5,flight,43762.35
Mumbai,12,5,bus,96672.72
Manali,8,6,train,88514.51
Mumbai,6,2,bus,20048.49
Bali,2,7,bus,140756.49
Jaipur,4,8,bus,44279.94
Mumbai,12,4,bus,76673.15
Bali,4,3,flight,169832.59
Tokyo,5,7,train,516533.57
Manali,9,1,flight,21842.95
Mumbai,8,4,train,61763.85
Jaipur,11,6,train,96484.87
Singapore,6,4,flight,343023.72
New York,12,3,flight,608513.32
Paris,10,2,train,311924.57
Singapore,10,3,flight,413254.75
New York,12,4,train,615005.08
Goa,5,4,flight,66738.47
Jaipur,6,8,bus,63579.81
Mumbai,2,1,train,5000
Jaipur,5,6,train,47675.5
Manali,5,4,train,38804.41
Paris,4,1,flight,91135.99
Delhi,11,4,train,70076.52
New York,10,5,flight,870029.49
Bali,9,5,bus,368765.78
Dubai,10,3,flight,346781.19
Bali,3,7,flight,306887.66
Singapore,8,3,bus,211578.18
Dubai,5,8,bus,308077.88
Tokyo,10,2,bus,231857.86
Delhi,9,8,flight,154227.62
Tokyo,8,8,train,890971.06
Singapore,11,6,train,655674.1
Bali,6,1,train,60253.0
Jaipur,11,3,flight,65976.18
New York,4,8,flight,595626.13
Delhi,9,2,train,28740.94
Delhi,3,1,train,5413.76
Mumbai,8,4,bus,52476.86
Singapore,11,4,train,436430.04
Goa,6,4,train,57707.82
Dubai,11,5,bus,390899.16
Tokyo,11,4,flight,807511.3
New York,12,6,bus,775251.19
Dubai,8,3,bus,176670.75
Paris,8,4,train,506069.29
Singapore,9,4,bus,313536.2
Dubai,12,5,flight,683343.58
Tokyo,10,1,flight,186889.96
Delhi,6,4,flight,54054.12
Dubai,7,3,train,183702.3
Tokyo,4,3,train,181733.7
Tokyo,11,6,train,907875.55
Paris,4,8,flight,726197.17
New York,7,8,flight,985772.43
Tokyo,12,2,flight,445455.82
Dubai,5,8,bus,303924.65
Mumbai,11,8,bus,143982.34
New York,5,2,train,134702.75
Tokyo,12,6,flight,1318888.62
Tokyo,4,2,bus,104200.41
Dubai,7,1,train,61631.37
Singapore,6,1,flight,84562.27
Tokyo,8,3,bus,288553.14
Goa,3,2,bus,13823.84
Jaipur,2,4,train,14661.89
Mumbai,9,1,flight,23415.7
Dubai,2,8,train,169861.53
Bali,6,8,bus,409791.85
Mumbai,5,1,train,10186.07
Dubai,6,4,train,211625.41
Jaipur,9,4,train,54444.53
Singapore,6,1,train,62462.82
Delhi,6,2,train,19937.06
Singapore,11,4,bus,379574.87
Delhi,9,8,train,114728.18
Paris,4,4,bus,230127.37
Tokyo,2,6,flight,280346.41
Tokyo,2,7,flight,325956.32
Paris,7,5,flight,758005.01
Tokyo,4,4,flight,323227.96
Jaipur,7,4,flight,57313.9
Jaipur,4,1,train,6454.52
Bali,2,1,flight,32529.3
Dubai,6,6,train,318306.17
Goa,11,5,bus,107644.08
Dubai,4,7,train,262230.45
Delhi,3,6,bus,27798.41
Dubai,3,4,flight,158935.08
Dubai,4,1,train,37148.01
Singapore,12,5,train,595674.82
Jaipur,8,8,flight,129946.87
Paris,9,6,train,834261.74
Paris,8,8,flight,1335136.54
Goa,7,4,bus,57609.36
Bali,11,5,train,531066.95
Paris,3,1,bus,44654.82
Singapore,5,7,train,378968.44
Tokyo,7,3,bus,253509.96
New York,5,7,train,467654.84
New York,8,6,train,624747.76
Tokyo,12,5,flight,1099982.68
New York,2,4,train,127879.62
New York,2,8,train,253611.74
Tokyo,10,7,bus,828855.23
Delhi,10,5,flight,108069.75
Bali,10,7,bus,561782.45
Manali,9,3,flight,66212.24
Mumbai,11,1,bus,17919.36
Singapore,8,4,train,325987.35
Paris,2,4,flight,209690.16
New York,7,1,train,90791.22
Delhi,12,3,bus,47968.92
Paris,11,8,flight,1813345.87
Goa,8,8,flight,204445.45
Jaipur,8,1,flight,16133.7
Manali,12,2,flight,58378.27
New York,8,3,bus,263901.14
Bali,12,5,flight,759758.22
Jaipur,2,5,bus,15680.45
New York,7,8,bus,619178.49
New York,2,4,flight,170496.15
Tokyo,4,7,bus,355838.01
Dubai,4,3,train,111487.63
Manali,10,6,bus,92709.94
Dubai,10,8,flight,918877.86
New York,8,4,flight,562649.63
Dubai,2,1,bus,17924.28
Dubai,9,5,bus,327547.1
Manali,11,1,flight,27011.58
Jaipur,12,6,train,107114.12
New York,6,8,flight,873130.54
Dubai,4,3,flight,149503.75
Goa,9,4,bus,71929.64
New York,4,4,bus,187981.7
Paris,5,8,train,652207.07
Dubai,3,2,train,58063.96
Singapore,11,4,bus,377651.38
Bali,8,8,train,629820.37
Mumbai,6,3,flight,48745.59
Mumbai,6,7,bus,71451.14
Manali,5,8,train,77007.54
Paris,12,2,train,365648.79
Bali,4,8,bus,285014.76
Jaipur,3,6,bus,26229.32
Dubai,8,3,bus,174352.67
Paris,5,3,train,246214.31
Manali,11,5,train,98427.27
Manali,11,2,bus,33982.39
New York,10,8,train,1013815.67
Goa,7,5,bus,71400.24
Bali,9,7,train,601476.85
New York,10,5,train,645854.17
Bali,12,4,bus,390239.36
Dubai,2,5,flight,142582.55
Bali,4,8,flight,454959.65
Bali,6,2,train,120770.07
Dubai,3,5,flight,194926.1
Paris,5,7,train,572759.01
Singapore,12,1,bus,102297.06
Tokyo,10,8,flight,1475028.21
Mumbai,8,1,bus,13277.65
Singapore,5,4,train,217798.63
Singapore,6,6,flight,510306.33
Manali,10,1,flight,24760.55
Manali,5,1,train,9681.77
Delhi,7,3,flight,46908.15
New York,7,4,bus,311387.58
Bali,4,4,bus,143273.95
Paris,8,7,bus,756916.05
Dubai,10,4,flight,455273.34
Goa,11,6,flight,210713.62
Goa,9,4,bus,72535.68
Paris,2,6,flight,310854.03
Goa,10,7,train,163617.22
Manali,8,8,train,117197.31
New York,5,7,train,481340.81
Manali,10,4,flight,99137.88
Dubai,4,3,flight,150853.45
Mumbai,5,5,bus,43592.21
Mumbai,10,3,bus,49411.57
Tokyo,12,1,train,162584.64
Paris,4,6,flight,551456.58
Jaipur,3,3,train,15446.86
Mumbai,10,8,flight,205554.45
Singapore,7,2,flight,199143.33
Mumbai,5,4,train,40366.25
Goa,7,6,flight,135101.16
Goa,8,1,flight,25873.26
Dubai,8,4,bus,238361.0
Mumbai,2,2,flight,12890.25
New York,9,5,flight,776355.01
Paris,8,3,bus,323325.19
Manali,5,3,bus,24560.46
Goa,11,5,bus,110013.46
Dubai,7,7,flight,579646.2
Dubai,8,3,flight,283850.03
Paris,2,3,bus,96603.28
Tokyo,9,2,bus,214466.88
Mumbai,10,8,bus,132033.97
Manali,12,1,flight,28836.84
Mumbai,5,4,train,40933.55
Singapore,10,6,train,605962.59
Tokyo,3,5,bus,199896.44
Goa,5,2,flight,33496.13
Bali,8,5,bus,328298.53
Delhi,5,2,flight,22793.67
Delhi,4,8,train,55049.35
Dubai,5,5,train,229014.63
Singapore,3,2,flight,94221.41
Paris,8,1,train,125447.6
Mumbai,8,5,train,78229.95
Singapore,8,1,bus,69322.63
New York,10,2,train,253803.17
Paris,8,8,bus,841297.86
Bali,6,5,flight,403430.56
Delhi,3,2,bus,9335.6
Manali,4,8,train,62712.82
Tokyo,2,7,bus,208013.47
Dubai,4,4,flight,198709.44
Mumbai,2,5,train,23626.01
Singapore,4,8,flight,479480.9
Manali,10,5,train,91136.51
Manali,9,6,bus,82942.61
Mumbai,9,3,flight,71091.75
Tokyo,6,7,bus,511696.24
Bali,2,4,train,94046.91
Singapore,4,4,bus,151026.09
Manali,8,6,flight,119553.86
Tokyo,2,6,bus,176178.13
Bali,5,8,train,411309.33
Delhi,12,2,bus,32675.22
New York,7,2,flight,250084.06
Tokyo,11,2,bus,257661.73
Tokyo,11,7,flight,1442774.94
Bali,12,5,bus,476772.22
Goa,10,2,train,46368.42
Mumbai,2,5,bus,20181.61
Singapore,6,1,bus,53669.12
Mumbai,9,6,train,104292.73
Delhi,9,3,bus,36733.73
Tokyo,11,3,bus,385350.93
Bali,4,7,bus,250955.17
Manali,10,7,train,127752.78
Paris,2,3,train,115262.08
New York,9,1,bus,99315.71
Paris,4,1,train,67035.75
Paris,2,2,train,77373.92
Mumbai,6,8,flight,129345.32
Bali,7,6,flight,559837.63
Paris,9,1,flight,186667.09
Goa,12,6,train,164575.75
Mumbai,7,8,train,108537.4
Tokyo,8,5,train,562395.46
Singapore,9,7,bus,551246.62
Goa,12,7,flight,263014.75
Mumbai,2,8,train,37828.16
New York,2,3,flight,129832.25
Mumbai,6,5,flight,80848.6
Singapore,5,6,bus,272772.22
Mumbai,7,5,flight,93482.88
Delhi,8,1,flight,17684.45
Delhi,12,3,flight,76188.07
Goa,2,5,train,29347.85
Manali,3,5,bus,26013.07
Manali,12,5,flight,146891.04
Singapore,9,8,flight,984617.38
Bali,12,7,flight,1067831.88
Tokyo,7,2,bus,169398.47
Paris,9,4,flight,755809.64
Tokyo,11,3,bus,389380.04
New York,2,8,train,253624.1
Paris,9,6,bus,719302.73
Singapore,9,8,flight,985445.06
Mumbai,2,3,bus,12206.67
Bali,5,3,flight,204232.94
Jaipur,9,5,bus,57430.54
Manali,12,5,flight,145082.95
Manali,4,6,train,47385.46
Mumbai,11,3,flight,85822.07
Goa,12,1,flight,37348.73
Manali,2,5,flight,30276.47
New York,6,4,bus,271011.46
Jaipur,3,6,flight,41025.08
Mumbai,9,5,bus,72880.59
Singapore,11,6,bus,567976.14
Manali,10,3,train,53783.55
Manali,10,8,flight,193724.96
Tokyo,9,6,bus,643220.34
Bali,6,4,train,242072.58
Paris,2,7,flight,363097.0
Delhi,2,6,flight,32017.81
Jaipur,12,7,bus,103838.37
New York,10,6,bus,643478.78
Manali,7,8,bus,89418.77
Paris,6,5,train,476065.25
Tokyo,4,1,flight,81589.72
Bali,11,1,flight,140057.46
Delhi,6,2,flight,26562.76
Mumbai,3,4,flight,35430.16
New York,9,2,bus,196764.4
Manali,12,3,flight,86832.93
Manali,8,5,train,72500.59
New York,12,5,bus,639949.38
Manali,11,6,bus,100344.78
Paris,4,1,bus,57862.26
Singapore,11,1,train,110644.37
Paris,8,7,flight,1175402.26
Dubai,2,7,flight,199078.67
Paris,5,8,bus,556802.41
New York,12,5,flight,1016342.98
Delhi,4,8,flight,76387.97
New York,2,8,train,257380.95
Jaipur,11,7,flight,155320.31
Dubai,4,5,train,187772.59
Paris,5,4,bus,280024.3
Singapore,5,7,flight,513292.65
Jaipur,5,5,train,39202.88
Paris,5,5,train,415178.75
Dubai,7,4,bus,209742.02
Dubai,7,5,flight,412579.02
Mumbai,5,7,bus,59987.04
Paris,11,3,flight,694099.55
Singapore,3,7,flight,325685.04
Paris,4,2,flight,182973.07
Manali,12,5,flight,144760.46
Dubai,11,4,bus,319563.06
Goa,8,8,bus,130444.72
Paris,10,8,flight,1686603.75
Dubai,4,8,flight,402393.81
New York,5,3,train,206422.38
Delhi,11,6,train,103645.09
Paris,10,6,bus,793670.31
Paris,7,4,train,441415.25
Goa,6,4,flight,79401.27
New York,8,3,train,310263.53
Paris,12,6,train,1098311.81
Bali,10,3,bus,241332.24
Manali,3,6,train,36689.65
Tokyo,10,4,train,556619.4
Mumbai,11,1,train,20664.81
Goa,10,1,bus,19651.71
Delhi,4,6,train,41697.34
Jaipur,3,8,train,40683.47
Delhi,3,4,train,22052.32
Bali,11,1,train,106317.02
Manali,7,7,train,90217.79
Jaipur,4,1,train,6475.3
Tokyo,2,3,flight,139676.2
Mumbai,7,7,bus,82422.54
Mumbai,9,6,train,103744.33
Bali,11,5,flight,704378.0
Goa,11,2,flight,68298.78
Paris,4,3,flight,269526.97
New York,2,4,flight,171158.9
Jaipur,4,7,flight,61786.65
Mumbai,2,2,flight,12966.88
Singapore,3,3,bus,88442.52
Bali,4,8,flight,452649.78
New York,6,2,bus,137648.74
Paris,11,2,train,336474.26
Dubai,7,6,train,370649.28
Jaipur,4,2,train,13184.72
Goa,10,8,train,188044.26
Goa,6,7,train,102310.58
Mumbai,12,2,bus,39142.58
Singapore,11,1,flight,151206.41
Mumbai,4,1,train,8292.09
Dubai,11,4,bus,321033.15
Delhi,11,4,bus,59865.5
Paris,8,6,flight,1015796.11
Singapore,8,2,bus,139599.47
Delhi,3,3,train,16369.76
Singapore,2,5,bus,107356.69
Bali,9,8,flight,951457.76
Jaipur,10,1,train,14803.68
Tokyo,11,8,bus,1042783.21
Goa,9,8,flight,226708.21
Singapore,4,2,flight,118488.41
Dubai,8,1,bus,58303.72
Jaipur,8,7,flight,112927.88
Dubai,12,5,train,505266.59
Jaipur,11,3,flight,66601.35
Delhi,3,3,train,16178.65
Jaipur,11,8,train,130879.66
Goa,5,7,train,86126.32
Goa,7,4,flight,89606.9
Mumbai,3,2,train,13204.25
Paris,7,6,flight,911342.78
Bali,3,4,bus,111544.21
Bali,8,2,train,157441.45
Bali,12,2,bus,196097.62
Paris,2,5,flight,260911.69
Delhi,8,4,flight,71088.51
Goa,3,3,train,24374.18
Tokyo,3,5,flight,319576.22
Mumbai,3,6,flight,53541.32
New York,10,1,bus,109913.46
Dubai,9,2,train,152125.22
Goa,11,8,train,207422.61
Delhi,2,6,train,23633.56
Dubai,9,6,train,458409.42
Dubai,5,1,flight,60337.67
Manali,3,6,train,37657.67
Mumbai,12,8,train,184494.66
Dubai,12,1,flight,138197.37
Tokyo,2,8,flight,377348.16
Dubai,4,1,flight,50025.14
Dubai,2,1,train,21055.79
Mumbai,6,3,bus,30687.84
Manali,9,3,flight,66301.19
Bali,11,4,flight,561410.45
Goa,9,7,flight,201613.4
Manali,2,4,bus,15109.41
Manali,10,6,bus,93659.42
Bali,8,8,bus,524782.05
Mumbai,4,4,bus,28051.93
Bali,4,6,flight,338333.69
Delhi,11,5,bus,73972.86
Singapore,6,6,bus,325227.19
Paris,2,5,bus,161927.52
Bali,11,6,bus,534542.28
Mumbai,12,1,flight,30387.35
Singapore,2,6,flight,204032.43
Manali,2,8,train,36567.53
Bali,11,8,flight,1135477.8
Singapore,3,1,train,34708.0
New York,5,5,bus,285059.73
Dubai,8,6,train,411055.38
Singapore,8,2,flight,219476.65
Tokyo,4,5,flight,406914.47
New York,5,1,train,67541.41
Jaipur,10,7,train,104119.92
Bali,5,6,train,307801.39
Bali,4,2,flight,111431.5
Dubai,6,7,bus,313663.72
Mumbai,7,6,bus,71120.52
New York,8,6,train,621116.18
Delhi,12,8,flight,206544.97
Goa,10,5,flight,158081.94
Manali,4,8,flight,85877.26
Paris,6,5,train,478301.06
Singapore,7,3,flight,298367.66
Paris,12,3,bus,473009.39
Delhi,4,6,flight,56632.76
Dubai,12,7,train,702925.76
New York,5,6,train,405857.1
Manali,4,8,bus,54096.06
Manali,3,3,flight,24873.51
Bali,6,7,flight,564899.36
Jaipur,4,5,train,32430.31
Delhi,3,2,flight,14994.27
New York,8,3,bus,262133.19
Delhi,12,4,train,76346.9
Mumbai,9,4,bus,59664.07
Singapore,11,6,flight,884322.33
Singapore,12,5,flight,805685.5
Singapore,3,4,bus,117054.35
Manali,8,6,flight,120681.24
New York,10,5,bus,542586.99
Jaipur,9,6,train,80626.19
Tokyo,11,3,bus,389582.19
Mumbai,5,2,train,20624.81
New York,9,5,bus,486215.36
New York,6,5,bus,335019.2
New York,6,5,bus,338921.42
Goa,8,1,flight,25499.44
Mumbai,2,5,train,24037.37
Jaipur,10,6,bus,75408.81
Goa,9,1,bus,18172.05
Singapore,8,4,flight,437932.95
Dubai,11,3,flight,375282.65
Mumbai,4,1,train,8408.33
Jaipur,6,6,bus,46936.36
Delhi,8,3,flight,51914.04
Singapore,6,6,train,384731.75
Manali,9,8,train,129391.03
Dubai,2,5,flight,143257.16
Jaipur,12,5,bus,76320.22
Manali,6,6,bus,57389.57
Dubai,3,5,train,145568.24
Tokyo,9,4,bus,424288.53
Dubai,11,3,bus,236620.23
Delhi,5,4,bus,28597.66
Dubai,7,2,flight,163669.23
Delhi,9,8,train,116681.98
Singapore,9,2,bus,153827.7
Tokyo,6,8,flight,939232.39
Manali,10,5,bus,77462.09
Singapore,3,5,train,173399.46
Tokyo,2,2,bus,58758.59
Delhi,3,7,bus,32424.63
Delhi,11,1,flight,23857.35
Singapore,12,7,train,833258.28
Tokyo,12,7,train,1140993.46
Manali,7,3,bus,33622.79
Bali,3,8,flight,349931.22
Bali,4,6,train,253863.27
Mumbai,2,4,bus,16046.88
Paris,4,5,train,341130.45
Tokyo,10,2,train,279904.93
Paris,10,4,train,614495.02
Jaipur,2,7,flight,34670.62
Delhi,6,1,train,9967.61
Goa,2,5,flight,39908.61
Mumbai,7,6,flight,112096.14
Singapore,9,6,bus,473419.05
Bali,6,1,flight,79726.91
Bali,9,1,train,87999.58
Bali,4,2,train,83676.88
Singapore,8,8,flight,876522.52
Goa,7,1,bus,14446.29
Tokyo,2,4,bus,116027.38
Manali,4,4,bus,26729.14
Manali,7,1,bus,11022.87
Bali,9,6,bus,446777.91
Jaipur,8,7,train,85609.07
Goa,5,7,flight,119116.37
Delhi,12,6,flight,154467.96
Paris,8,4,bus,429701.96
Delhi,8,8,train,104276.46
Dubai,2,4,bus,72226.33
Singapore,12,3,bus,305804.88
Jaipur,7,2,train,21334.05
Jaipur,7,8,train,85752.26
Paris,3,3,train,157153.59
Jaipur,6,4,flight,50312.99
Jaipur,11,1,bus,14009.13
Delhi,5,7,bus,49984.31
Manali,5,4,bus,32863.03
Manali,5,5,train,48096.7
Delhi,4,8,flight,74983.26
Goa,7,1,bus,14497.0
Manali,4,5,flight,53041.96
New York,12,3,train,454552.53
Goa,4,8,train,80792.58
Manali,12,8,bus,146832.01
Manali,10,2,flight,48443.89
Delhi,3,3,train,16423.05
Jaipur,12,6,flight,145018.31
Paris,2,7,bus,227743.04
New York,12,3,bus,387755.47
Mumbai,10,8,flight,208575.48
Delhi,7,5,flight,76365.27
Tokyo,7,3,bus,253146.18
New York,4,7,train,391865.34
Dubai,5,2,train,89207.77
Singapore,3,5,flight,231463.2
Manali,7,5,bus,55935.03
Mumbai,8,5,bus,65839.58
Delhi,6,7,bus,59393.06
Jaipur,2,8,train,29370.79
Dubai,3,3,flight,119379.48
Paris,6,1,flight,128247.68
Manali,5,8,flight,103281.59
Singapore,4,7,flight,414206.11
Singapore,2,8,bus,170462.5
Goa,3,6,flight,64392.71
Singapore,10,2,train,204415.67
New York,9,3,flight,474777.0
Singapore,11,7,train,772283.73
Goa,11,1,bus,21544.85
Manali,6,1,bus,9525.04
Jaipur,6,7,bus,55288.52
Paris,7,4,bus,374329.99
Paris,7,1,bus,93884.55
Dubai,9,4,bus,259642.79
Delhi,3,8,flight,59570.95
Paris,5,3,bus,208735.04
Delhi,11,5,train,86145.38
Singapore,9,8,train,728263.2
Singapore,9,3,bus,234567.02
Bali,7,5,train,347402.99
Goa,4,8,train,81328.99
Paris,6,6,flight,775469.65
Goa,5,2,bus,21352.95
Goa,12,8,flight,297996.23
Paris,11,5,flight,1149149.76
New York,10,2,flight,348923.2
Manali,12,5,flight,144207.5
Mumbai,11,8,train,167136.36
Delhi,8,7,bus,77814.17
Singapore,7,2,flight,197082.75
Delhi,12,6,flight,155609.35
Tokyo,3,4,flight,257433.09
New York,9,6,flight,925850.23
Goa,10,4,flight,125435.39
Dubai,9,2,flight,211330.32
Singapore,4,4,flight,235631.1
Manali,12,7,bus,128285.5
Paris,6,5,bus,403858.23
Singapore,2,4,bus,86131.34
Singapore,3,1,bus,29359.29
Mumbai,7,4,train,54632.23
Bali,6,8,bus,403440.04
Paris,8,3,flight,504250.01
Bali,10,8,bus,661484.39
Paris,11,4,flight,921560.51
Delhi,2,5,bus,16879.22
Bali,3,3,flight,133711.26
Tokyo,2,1,bus,29703.92
Bali,3,7,train,232194.61
Manali,10,1,flight,24719.07
Manali,4,5,bus,33239.54
Goa,3,5,bus,34278.16
Dubai,6,8,train,420517.37
Manali,2,7,train,31328.67
Singapore,10,3,flight,415718.07
Jaipur,2,1,bus,5000
Bali,8,1,bus,65732.68
Goa,2,1,bus,5001.63
Delhi,9,1,train,14362.89
Tokyo,12,7,bus,986770.02
Tokyo,4,6,flight,484331.77
Tokyo,6,4,train,344203.17
New York,5,7,train,473086.69
Manali,9,7,train,115996.31
Singapore,5,3,flight,218567.43
Tokyo,12,8,bus,1121896.88
Dubai,4,5,train,186589.94
Goa,11,4,train,102768.43
Bali,5,3,bus,129727.56
Goa,5,2,flight,33100.29
Goa,5,1,flight,16944.81
Singapore,8,7,bus,493188.78
Dubai,8,4,bus,232991.2
Jaipur,11,5,flight,110970.59
Jaipur,9,7,bus,79765.44
Jaipur,10,8,flight,161585.81
Paris,12,2,flight,498401.61
Paris,4,2,flight,181243.84
Jaipur,6,7,train,64649.97
Goa,12,7,bus,167064.28
New York,4,2,flight,151754.72
Tokyo,8,6,bus,568561.38
Goa,7,1,bus,14451.35
Jaipur,10,5,flight,101897.09
Jaipur,12,2,flight,48101.91
Manali,10,6,flight,148755.94
Manali,4,1,train,7928.38
Mumbai,2,6,bus,24236.02
Singapore,7,5,train,368218.43
Bali,9,6,train,526391.84
Dubai,3,2,bus,48937.28
Singapore,6,6,bus,324233.69
Singapore,9,8,train,744227.37
Mumbai,3,3,flight,26318.32
New York,2,7,flight,300621.51
Goa,12,7,flight,262790.46
Delhi,5,4,flight,46388.44
Tokyo,3,2,train,95008.17
Goa,11,3,train,77511.53
Goa,3,8,bus,53985.75
New York,3,5,flight,295677.35
Jaipur,11,7,train,115779.05
Paris,4,3,train,203900.45
New York,7,5,bus,384601.6
Dubai,8,1,train,68829.95
Jaipur,7,8,flight,116816.82
Manali,4,5,train,39867.95
Singapore,3,7,train,246300.77
Dubai,3,4,flight,155961.19
Manali,10,8,flight,196297.47
Mumbai,7,2,train,27843.64
Bali,10,1,flight,128475.16
Dubai,3,3,bus,75421.84
Singapore,7,8,flight,791712.59
Jaipur,2,8,bus,25024.36
Paris,4,2,flight,184514.75
New York,3,6,flight,357230.56
Goa,10,8,bus,158562.67
Tokyo,7,6,train,589610.48
Tokyo,2,8,flight,367009.84
Jaipur,10,7,bus,89786.4
Delhi,4,1,train,6957.77
Delhi,5,8,train,66856.82
Jaipur,2,6,train,22307.18
Paris,6,4,flight,513291.15
New York,5,4,bus,230425.99
Mumbai,5,4,train,40246.76
Paris,12,7,train,1279373.3
Jaipur,5,3,bus,20289.33
Paris,4,7,flight,634839.11
Singapore,6,8,train,512032.17
New York,4,3,bus,143031.73
Jaipur,11,5,train,80873.85
Delhi,8,8,train,104693.28
Goa,9,1,bus,18166.23
Paris,7,5,bus,464535.12
Tokyo,9,4,flight,668427.69
Paris,4,7,train,465702.28
Goa,4,5,bus,43306.0
Jaipur,7,3,flight,43662.3
Jaipur,3,2,flight,13908.72
Tokyo,9,3,train,374734.12
Tokyo,11,8,flight,1626323.79
Mumbai,8,1,flight,21070.28
Delhi,6,5,flight,67939.89
New York,12,6,flight,1231945.51
Tokyo,11,6,flight,1222353.43
Paris,12,5,train,916721.29
Dubai,7,4,bus,206309.78
Manali,11,7,train,139580.93
Bali,9,3,train,264452.18
Singapore,6,5,train,317089.1
New York,3,8,flight,473261.13
New York,9,2,flight,314439.19
Dubai,4,3,train,111575.73
Tokyo,11,5,train,753831.4
Delhi,3,1,bus,5000
Goa,2,1,flight,7866.72
Mumbai,8,1,train,15489.5
Manali,7,3,flight,52220.48
Manali,12,6,bus,108581.14
Mumbai,6,2,bus,20076.38
New York,9,8,train,918499.86
Goa,6,2,train,29302.28
Bali,9,6,bus,448612.38
New York,4,4,flight,301614.98
Mumbai,4,3,flight,33654.91
Dubai,8,7,bus,413318.8
Bali,10,3,bus,247097.76
Bali,10,3,train,285130.03
Singapore,2,2,train,51088.17
